,Year,Jurisdiction,Health region,Specialty ,Specialty sort,"Physician-to–100,000 population ratio",Number of physicians,Population
91961,2020,Ont.,Toronto Central LHIN,__Rheumatology,31,4,51,"1,348,122"
91962,2020,Ont.,Toronto Central LHIN,_Medical genetics and genomics,32,1,9,"1,348,122"
91963,2020,Ont.,Toronto Central LHIN,_Neurology,33,9,122,"1,348,122"
91964,2020,Ont.,Toronto Central LHIN,_Nuclear medicine,35,1,12,"1,348,122"
91965,2020,Ont.,Toronto Central LHIN,_Pediatrics,36,26,348,"1,348,122"
91966,2020,Ont.,Toronto Central LHIN,__Cardiology — Pediatrics,38,1,17,"1,348,122"
91967,2020,Ont.,Toronto Central LHIN,__Child and adolescent psychiatry — Pediatrics,39,0,2,"1,348,122"
91968,2020,Ont.,Toronto Central LHIN,__Clinical immunology and allergy — Pediatrics,40,0,6,"1,348,122"
91969,2020,Ont.,Toronto Central LHIN,__Critical care medicine — Pediatrics,42,0,5,"1,348,122"
91970,2020,Ont.,Toronto Central LHIN,__Emergency medicine — Pediatrics,44,1,8,"1,348,122"
91971,2020,Ont.,Toronto Central LHIN,__Endocrinology and metabolism — Pediatrics,45,1,7,"1,348,122"
91972,2020,Ont.,Toronto Central LHIN,__Gastroenterology — Pediatrics,46,0,5,"1,348,122"
91973,2020,Ont.,Toronto Central LHIN,__Hematology/oncology — Pediatrics,47,1,12,"1,348,122"
91974,2020,Ont.,Toronto Central LHIN,__Infectious diseases — Pediatrics,48,1,12,"1,348,122"
91975,2020,Ont.,Toronto Central LHIN,__Nephrology — Pediatrics,50,1,7,"1,348,122"
91976,2020,Ont.,Toronto Central LHIN,__Respirology — Pediatrics,51,1,11,"1,348,122"
91977,2020,Ont.,Toronto Central LHIN,__Rheumatology — Pediatrics,52,1,8,"1,348,122"
91978,2020,Ont.,Toronto Central LHIN,_Physical medicine and rehabilitation,53,4,56,"1,348,122"
91979,2020,Ont.,Toronto Central LHIN,_Psychiatry,54,55,739,"1,348,122"
91980,2020,Ont.,Toronto Central LHIN,_Public health and preventive medicine,57,3,42,"1,348,122"
91981,2020,Ont.,Toronto Central LHIN,_Radiation oncology,58,5,69,"1,348,122"
91982,2020,Ont.,Toronto Central LHIN,Laboratory specialists,59,9,127,"1,348,122"
91983,2020,Ont.,Toronto Central LHIN,_Anatomical pathology,60,7,94,"1,348,122"
91984,2020,Ont.,Toronto Central LHIN,_General pathology,61,0,2,"1,348,122"
91985,2020,Ont.,Toronto Central LHIN,_Hematological pathology,63,1,8,"1,348,122"
91986,2020,Ont.,Toronto Central LHIN,_Medical biochemistry,64,0,3,"1,348,122"
91987,2020,Ont.,Toronto Central LHIN,_Medical microbiology,65,1,12,"1,348,122"
91988,2020,Ont.,Toronto Central LHIN,_Neuropathology,66,1,8,"1,348,122"
91989,2020,Ont.,Toronto Central LHIN,Surgical specialists,67,59,792,"1,348,122"
91990,2020,Ont.,Toronto Central LHIN,_Cardiac surgery,68,3,39,"1,348,122"
91991,2020,Ont.,Toronto Central LHIN,_General surgery,69,9,125,"1,348,122"
91992,2020,Ont.,Toronto Central LHIN,__General surgical oncology,71,0,3,"1,348,122"
91993,2020,Ont.,Toronto Central LHIN,__Pediatric surgery,72,0,4,"1,348,122"
91994,2020,Ont.,Toronto Central LHIN,_Neurosurgery,73,2,33,"1,348,122"
91995,2020,Ont.,Toronto Central LHIN,_Obstetrics and gynecology,74,13,177,"1,348,122"
91996,2020,Ont.,Toronto Central LHIN,__Gynecological oncology,75,0,1,"1,348,122"
91997,2020,Ont.,Toronto Central LHIN,_Ophthalmology,77,8,106,"1,348,122"
91998,2020,Ont.,Toronto Central LHIN,_Orthopedic surgery,78,9,119,"1,348,122"
91999,2020,Ont.,Toronto Central LHIN,_Otolaryngology — Head and neck surgery,79,4,56,"1,348,122"
92000,2020,Ont.,Toronto Central LHIN,_Plastic surgery,80,5,63,"1,348,122"
92001,2020,Ont.,Toronto Central LHIN,_Urology,81,4,50,"1,348,122"
92002,2020,Ont.,Toronto Central LHIN,_Vascular surgery,82,1,16,"1,348,122"
90250,2020,N.S.,Northern Zone,All physicians,1,172,256,"148,882"
92004,2020,Ont.,Central LHIN,All specialists,2,88,"1,739","1,979,643"
92005,2020,Ont.,Central LHIN,Family medicine,3,101,"2,006","1,979,643"
92006,2020,Ont.,Central LHIN,__General practice,4,28,560,"1,979,643"
92007,2020,Ont.,Central LHIN,__Emergency family medicine,5,5,107,"1,979,643"
92008,2020,Ont.,Central LHIN,__Family medicine,6,68,"1,339","1,979,643"
92009,2020,Ont.,Central LHIN,Medical specialists,7,66,"1,307","1,979,643"
92010,2020,Ont.,Central LHIN,Clinical specialists,8,63,"1,240","1,979,643"
92011,2020,Ont.,Central LHIN,_Anesthesiology,9,8,149,"1,979,643"
92012,2020,Ont.,Central LHIN,_Dermatology,10,2,39,"1,979,643"
92013,2020,Ont.,Central LHIN,_Diagnostic radiology,11,6,121,"1,979,643"
92014,2020,Ont.,Central LHIN,_Emergency medicine,14,1,17,"1,979,643"
92015,2020,Ont.,Central LHIN,_Internal medicine,15,8,168,"1,979,643"
92016,2020,Ont.,Central LHIN,__Cardiology,16,3,66,"1,979,643"
92017,2020,Ont.,Central LHIN,__Clinical immunology and allergy,17,0,9,"1,979,643"
92018,2020,Ont.,Central LHIN,__Critical care medicine,19,1,18,"1,979,643"
92019,2020,Ont.,Central LHIN,__Endocrinology and metabolism,20,1,25,"1,979,643"
92020,2020,Ont.,Central LHIN,__Gastroenterology,21,2,35,"1,979,643"
92021,2020,Ont.,Central LHIN,__Geriatric medicine,23,1,13,"1,979,643"
92022,2020,Ont.,Central LHIN,__Hematology,24,1,12,"1,979,643"
92023,2020,Ont.,Central LHIN,__Infectious diseases,25,0,9,"1,979,643"
92024,2020,Ont.,Central LHIN,__Medical oncology,26,1,23,"1,979,643"
92025,2020,Ont.,Central LHIN,__Nephrology,27,1,25,"1,979,643"
92026,2020,Ont.,Central LHIN,__Occupational medicine,28,0,4,"1,979,643"
92027,2020,Ont.,Central LHIN,__Respirology,30,1,23,"1,979,643"
92028,2020,Ont.,Central LHIN,__Rheumatology,31,1,26,"1,979,643"
92029,2020,Ont.,Central LHIN,_Medical genetics and genomics,32,0,2,"1,979,643"
92030,2020,Ont.,Central LHIN,_Neurology,33,2,47,"1,979,643"
92031,2020,Ont.,Central LHIN,_Nuclear medicine,35,0,9,"1,979,643"
92032,2020,Ont.,Central LHIN,_Pediatrics,36,8,151,"1,979,643"
92033,2020,Ont.,Central LHIN,__Cardiology — Pediatrics,38,0,4,"1,979,643"
92034,2020,Ont.,Central LHIN,__Clinical immunology and allergy — Pediatrics,40,0,6,"1,979,643"
92035,2020,Ont.,Central LHIN,__Endocrinology and metabolism — Pediatrics,45,0,4,"1,979,643"
92036,2020,Ont.,Central LHIN,__Gastroenterology — Pediatrics,46,0,1,"1,979,643"
92037,2020,Ont.,Central LHIN,__Hematology/oncology — Pediatrics,47,0,2,"1,979,643"
92038,2020,Ont.,Central LHIN,__Infectious diseases — Pediatrics,48,0,1,"1,979,643"
92039,2020,Ont.,Central LHIN,__Nephrology — Pediatrics,50,0,1,"1,979,643"
92040,2020,Ont.,Central LHIN,__Respirology — Pediatrics,51,0,1,"1,979,643"
92041,2020,Ont.,Central LHIN,__Rheumatology — Pediatrics,52,0,4,"1,979,643"
92042,2020,Ont.,Central LHIN,_Physical medicine and rehabilitation,53,1,21,"1,979,643"
92043,2020,Ont.,Central LHIN,_Psychiatry,54,9,184,"1,979,643"
92044,2020,Ont.,Central LHIN,_Public health and preventive medicine,57,1,12,"1,979,643"
92045,2020,Ont.,Central LHIN,_Radiation oncology,58,0,8,"1,979,643"
92046,2020,Ont.,Central LHIN,Laboratory specialists,59,3,67,"1,979,643"
92047,2020,Ont.,Central LHIN,_Anatomical pathology,60,2,49,"1,979,643"
92048,2020,Ont.,Central LHIN,_General pathology,61,0,9,"1,979,643"
92049,2020,Ont.,Central LHIN,_Hematological pathology,63,0,1,"1,979,643"
92050,2020,Ont.,Central LHIN,_Medical biochemistry,64,0,2,"1,979,643"
92051,2020,Ont.,Central LHIN,_Medical microbiology,65,0,6,"1,979,643"
92052,2020,Ont.,Central LHIN,Surgical specialists,67,22,431,"1,979,643"
92053,2020,Ont.,Central LHIN,_Cardiac surgery,68,0,9,"1,979,643"
92054,2020,Ont.,Central LHIN,_General surgery,69,4,76,"1,979,643"
92055,2020,Ont.,Central LHIN,__Pediatric surgery,72,0,1,"1,979,643"
92056,2020,Ont.,Central LHIN,_Neurosurgery,73,0,2,"1,979,643"
92057,2020,Ont.,Central LHIN,_Obstetrics and gynecology,74,6,114,"1,979,643"
92058,2020,Ont.,Central LHIN,_Ophthalmology,77,3,55,"1,979,643"
92059,2020,Ont.,Central LHIN,_Orthopedic surgery,78,3,61,"1,979,643"
92060,2020,Ont.,Central LHIN,_Otolaryngology — Head and neck surgery,79,2,33,"1,979,643"
92061,2020,Ont.,Central LHIN,_Plastic surgery,80,2,34,"1,979,643"
92062,2020,Ont.,Central LHIN,_Urology,81,2,33,"1,979,643"
92063,2020,Ont.,Central LHIN,_Vascular surgery,82,1,13,"1,979,643"
92064,2020,Ont.,Central LHIN,Medical scientists,83,0,1,"1,979,643"
90383,2020,N.S.,Unknown,All physicians,1,,17,
92066,2020,Ont.,Central East LHIN,All specialists,2,70,"1,181","1,693,150"
92067,2020,Ont.,Central East LHIN,Family medicine,3,89,"1,505","1,693,150"
92068,2020,Ont.,Central East LHIN,__General practice,4,26,434,"1,693,150"
92069,2020,Ont.,Central East LHIN,__Emergency family medicine,5,4,64,"1,693,150"
92070,2020,Ont.,Central East LHIN,__Family medicine,6,59,"1,007","1,693,150"
92071,2020,Ont.,Central East LHIN,Medical specialists,7,50,852,"1,693,150"
92072,2020,Ont.,Central East LHIN,Clinical specialists,8,48,809,"1,693,150"
92073,2020,Ont.,Central East LHIN,_Anesthesiology,9,6,109,"1,693,150"
92074,2020,Ont.,Central East LHIN,_Dermatology,10,1,14,"1,693,150"
92075,2020,Ont.,Central East LHIN,_Diagnostic radiology,11,5,78,"1,693,150"
92076,2020,Ont.,Central East LHIN,_Emergency medicine,14,1,9,"1,693,150"
92077,2020,Ont.,Central East LHIN,_Internal medicine,15,8,132,"1,693,150"
92078,2020,Ont.,Central East LHIN,__Cardiology,16,3,45,"1,693,150"
92079,2020,Ont.,Central East LHIN,__Clinical immunology and allergy,17,0,4,"1,693,150"
92080,2020,Ont.,Central East LHIN,__Critical care medicine,19,1,13,"1,693,150"
92081,2020,Ont.,Central East LHIN,__Endocrinology and metabolism,20,1,17,"1,693,150"
92082,2020,Ont.,Central East LHIN,__Gastroenterology,21,2,31,"1,693,150"
92083,2020,Ont.,Central East LHIN,__Geriatric medicine,23,0,7,"1,693,150"
92084,2020,Ont.,Central East LHIN,__Hematology,24,0,7,"1,693,150"
92085,2020,Ont.,Central East LHIN,__Infectious diseases,25,0,7,"1,693,150"
92086,2020,Ont.,Central East LHIN,__Medical oncology,26,1,15,"1,693,150"
92087,2020,Ont.,Central East LHIN,__Nephrology,27,1,25,"1,693,150"
92088,2020,Ont.,Central East LHIN,__Occupational medicine,28,0,1,"1,693,150"
92089,2020,Ont.,Central East LHIN,__Respirology,30,1,21,"1,693,150"
92090,2020,Ont.,Central East LHIN,__Rheumatology,31,1,14,"1,693,150"
92091,2020,Ont.,Central East LHIN,_Medical genetics and genomics,32,0,3,"1,693,150"
92092,2020,Ont.,Central East LHIN,_Neurology,33,1,24,"1,693,150"
92093,2020,Ont.,Central East LHIN,_Nuclear medicine,35,0,7,"1,693,150"
92094,2020,Ont.,Central East LHIN,_Pediatrics,36,4,76,"1,693,150"
92095,2020,Ont.,Central East LHIN,__Cardiology — Pediatrics,38,0,2,"1,693,150"
92096,2020,Ont.,Central East LHIN,__Clinical immunology and allergy — Pediatrics,40,0,2,"1,693,150"
92097,2020,Ont.,Central East LHIN,__Endocrinology and metabolism — Pediatrics,45,0,1,"1,693,150"
92098,2020,Ont.,Central East LHIN,__Gastroenterology — Pediatrics,46,0,1,"1,693,150"
92099,2020,Ont.,Central East LHIN,__Hematology/oncology — Pediatrics,47,0,2,"1,693,150"
92100,2020,Ont.,Central East LHIN,__Infectious diseases — Pediatrics,48,0,1,"1,693,150"
92101,2020,Ont.,Central East LHIN,__Nephrology — Pediatrics,50,0,1,"1,693,150"
92102,2020,Ont.,Central East LHIN,__Respirology — Pediatrics,51,0,2,"1,693,150"
92103,2020,Ont.,Central East LHIN,_Physical medicine and rehabilitation,53,0,8,"1,693,150"
92104,2020,Ont.,Central East LHIN,_Psychiatry,54,7,114,"1,693,150"
92105,2020,Ont.,Central East LHIN,_Public health and preventive medicine,57,0,5,"1,693,150"
92106,2020,Ont.,Central East LHIN,_Radiation oncology,58,1,11,"1,693,150"
92107,2020,Ont.,Central East LHIN,Laboratory specialists,59,3,43,"1,693,150"
92108,2020,Ont.,Central East LHIN,_Anatomical pathology,60,2,34,"1,693,150"
92109,2020,Ont.,Central East LHIN,_General pathology,61,0,5,"1,693,150"
92110,2020,Ont.,Central East LHIN,_Medical biochemistry,64,0,1,"1,693,150"
92111,2020,Ont.,Central East LHIN,_Medical microbiology,65,0,3,"1,693,150"
92112,2020,Ont.,Central East LHIN,Surgical specialists,67,19,329,"1,693,150"
92113,2020,Ont.,Central East LHIN,_Cardiac surgery,68,0,5,"1,693,150"
92114,2020,Ont.,Central East LHIN,_General surgery,69,4,68,"1,693,150"
92115,2020,Ont.,Central East LHIN,__General surgical oncology,71,0,2,"1,693,150"
92116,2020,Ont.,Central East LHIN,_Obstetrics and gynecology,74,5,91,"1,693,150"
92117,2020,Ont.,Central East LHIN,__Gynecological oncology,75,0,1,"1,693,150"
92118,2020,Ont.,Central East LHIN,_Ophthalmology,77,2,28,"1,693,150"
92119,2020,Ont.,Central East LHIN,_Orthopedic surgery,78,3,54,"1,693,150"
92120,2020,Ont.,Central East LHIN,_Otolaryngology — Head and neck surgery,79,2,28,"1,693,150"
92121,2020,Ont.,Central East LHIN,_Plastic surgery,80,1,18,"1,693,150"
92122,2020,Ont.,Central East LHIN,_Urology,81,1,22,"1,693,150"
92123,2020,Ont.,Central East LHIN,_Vascular surgery,82,1,12,"1,693,150"
90216,2020,N.S.,Western Zone,All physicians,1,206,411,"199,297"
92125,2020,Ont.,South East LHIN,All specialists,2,135,698,"515,853"
92126,2020,Ont.,South East LHIN,Family medicine,3,135,697,"515,853"
92127,2020,Ont.,South East LHIN,__General practice,4,31,162,"515,853"
92128,2020,Ont.,South East LHIN,__Emergency family medicine,5,9,45,"515,853"
92129,2020,Ont.,South East LHIN,__Family medicine,6,95,490,"515,853"
92130,2020,Ont.,South East LHIN,Medical specialists,7,102,528,"515,853"
92131,2020,Ont.,South East LHIN,Clinical specialists,8,96,497,"515,853"
92132,2020,Ont.,South East LHIN,_Anesthesiology,9,12,60,"515,853"
92133,2020,Ont.,South East LHIN,_Dermatology,10,1,4,"515,853"
92134,2020,Ont.,South East LHIN,_Diagnostic radiology,11,8,42,"515,853"
92135,2020,Ont.,South East LHIN,_Emergency medicine,14,8,43,"515,853"
92136,2020,Ont.,South East LHIN,_Internal medicine,15,13,66,"515,853"
92137,2020,Ont.,South East LHIN,__Cardiology,16,4,22,"515,853"
92138,2020,Ont.,South East LHIN,__Clinical immunology and allergy,17,1,3,"515,853"
92139,2020,Ont.,South East LHIN,__Critical care medicine,19,3,13,"515,853"
92140,2020,Ont.,South East LHIN,__Endocrinology and metabolism,20,1,4,"515,853"
92141,2020,Ont.,South East LHIN,__Gastroenterology,21,2,11,"515,853"
92142,2020,Ont.,South East LHIN,__Geriatric medicine,23,1,3,"515,853"
92143,2020,Ont.,South East LHIN,__Hematology,24,2,9,"515,853"
92144,2020,Ont.,South East LHIN,__Infectious diseases,25,1,6,"515,853"
92145,2020,Ont.,South East LHIN,__Medical oncology,26,3,15,"515,853"
92146,2020,Ont.,South East LHIN,__Nephrology,27,2,12,"515,853"
92147,2020,Ont.,South East LHIN,__Occupational medicine,28,0,1,"515,853"
92148,2020,Ont.,South East LHIN,__Respirology,30,2,9,"515,853"
92149,2020,Ont.,South East LHIN,__Rheumatology,31,1,7,"515,853"
92150,2020,Ont.,South East LHIN,_Medical genetics and genomics,32,1,3,"515,853"
92151,2020,Ont.,South East LHIN,_Neurology,33,3,13,"515,853"
92152,2020,Ont.,South East LHIN,_Nuclear medicine,35,0,2,"515,853"
92153,2020,Ont.,South East LHIN,_Pediatrics,36,6,30,"515,853"
92154,2020,Ont.,South East LHIN,__Cardiology — Pediatrics,38,0,1,"515,853"
92155,2020,Ont.,South East LHIN,__Clinical immunology and allergy — Pediatrics,40,0,2,"515,853"
92156,2020,Ont.,South East LHIN,__Endocrinology and metabolism — Pediatrics,45,0,2,"515,853"
92157,2020,Ont.,South East LHIN,__Infectious diseases — Pediatrics,48,0,1,"515,853"
92158,2020,Ont.,South East LHIN,_Physical medicine and rehabilitation,53,2,11,"515,853"
92159,2020,Ont.,South East LHIN,_Psychiatry,54,17,86,"515,853"
92160,2020,Ont.,South East LHIN,_Public health and preventive medicine,57,1,5,"515,853"
92161,2020,Ont.,South East LHIN,_Radiation oncology,58,2,11,"515,853"
92162,2020,Ont.,South East LHIN,Laboratory specialists,59,6,31,"515,853"
92163,2020,Ont.,South East LHIN,_Anatomical pathology,60,3,18,"515,853"
92164,2020,Ont.,South East LHIN,_General pathology,61,1,6,"515,853"
92165,2020,Ont.,South East LHIN,_Hematological pathology,63,1,5,"515,853"
92166,2020,Ont.,South East LHIN,_Medical microbiology,65,0,1,"515,853"
92167,2020,Ont.,South East LHIN,_Neuropathology,66,0,1,"515,853"
92168,2020,Ont.,South East LHIN,Surgical specialists,67,33,170,"515,853"
92169,2020,Ont.,South East LHIN,_Cardiac surgery,68,1,5,"515,853"
92170,2020,Ont.,South East LHIN,_General surgery,69,7,34,"515,853"
92171,2020,Ont.,South East LHIN,_Neurosurgery,73,2,8,"515,853"
92172,2020,Ont.,South East LHIN,_Obstetrics and gynecology,74,6,30,"515,853"
92173,2020,Ont.,South East LHIN,__Gynecological oncology,75,0,1,"515,853"
92174,2020,Ont.,South East LHIN,_Ophthalmology,77,5,26,"515,853"
92175,2020,Ont.,South East LHIN,_Orthopedic surgery,78,6,29,"515,853"
92176,2020,Ont.,South East LHIN,_Otolaryngology — Head and neck surgery,79,2,11,"515,853"
92177,2020,Ont.,South East LHIN,_Plastic surgery,80,2,8,"515,853"
92178,2020,Ont.,South East LHIN,_Urology,81,3,16,"515,853"
92179,2020,Ont.,South East LHIN,_Vascular surgery,82,0,2,"515,853"
94055,2020,N.W.T.,N.W.T.,All physicians,1,115,52,"45,136"
92181,2020,Ont.,Champlain LHIN,All specialists,2,148,"2,103","1,425,038"
92182,2020,Ont.,Champlain LHIN,Family medicine,3,145,"2,060","1,425,038"
92183,2020,Ont.,Champlain LHIN,__General practice,4,34,482,"1,425,038"
92184,2020,Ont.,Champlain LHIN,__Emergency family medicine,5,9,135,"1,425,038"
92185,2020,Ont.,Champlain LHIN,__Family medicine,6,101,"1,443","1,425,038"
92186,2020,Ont.,Champlain LHIN,Medical specialists,7,113,"1,607","1,425,038"
92187,2020,Ont.,Champlain LHIN,Clinical specialists,8,108,"1,538","1,425,038"
92188,2020,Ont.,Champlain LHIN,_Anesthesiology,9,11,159,"1,425,038"
92189,2020,Ont.,Champlain LHIN,_Dermatology,10,3,37,"1,425,038"
92190,2020,Ont.,Champlain LHIN,_Diagnostic radiology,11,7,103,"1,425,038"
92191,2020,Ont.,Champlain LHIN,__Neuroradiology,12,0,1,"1,425,038"
92192,2020,Ont.,Champlain LHIN,_Emergency medicine,14,5,74,"1,425,038"
92193,2020,Ont.,Champlain LHIN,_Internal medicine,15,14,202,"1,425,038"
92194,2020,Ont.,Champlain LHIN,__Cardiology,16,4,58,"1,425,038"
92195,2020,Ont.,Champlain LHIN,__Clinical immunology and allergy,17,0,3,"1,425,038"
92196,2020,Ont.,Champlain LHIN,__Critical care medicine,19,2,26,"1,425,038"
92197,2020,Ont.,Champlain LHIN,__Endocrinology and metabolism,20,1,21,"1,425,038"
92198,2020,Ont.,Champlain LHIN,__Gastroenterology,21,2,29,"1,425,038"
92199,2020,Ont.,Champlain LHIN,__Geriatric medicine,23,1,10,"1,425,038"
92200,2020,Ont.,Champlain LHIN,__Hematology,24,2,28,"1,425,038"
92201,2020,Ont.,Champlain LHIN,__Infectious diseases,25,1,19,"1,425,038"
92202,2020,Ont.,Champlain LHIN,__Medical oncology,26,2,23,"1,425,038"
92203,2020,Ont.,Champlain LHIN,__Nephrology,27,2,25,"1,425,038"
92204,2020,Ont.,Champlain LHIN,__Respirology,30,3,36,"1,425,038"
92205,2020,Ont.,Champlain LHIN,__Rheumatology,31,1,18,"1,425,038"
92206,2020,Ont.,Champlain LHIN,_Medical genetics and genomics,32,1,12,"1,425,038"
92207,2020,Ont.,Champlain LHIN,_Neurology,33,4,57,"1,425,038"
92208,2020,Ont.,Champlain LHIN,_Nuclear medicine,35,1,8,"1,425,038"
92209,2020,Ont.,Champlain LHIN,_Pediatrics,36,12,169,"1,425,038"
92210,2020,Ont.,Champlain LHIN,__Cardiology — Pediatrics,38,0,6,"1,425,038"
92211,2020,Ont.,Champlain LHIN,__Clinical immunology and allergy — Pediatrics,40,0,5,"1,425,038"
92212,2020,Ont.,Champlain LHIN,__Critical care medicine — Pediatrics,42,0,4,"1,425,038"
92213,2020,Ont.,Champlain LHIN,__Emergency medicine — Pediatrics,44,1,12,"1,425,038"
92214,2020,Ont.,Champlain LHIN,__Endocrinology and metabolism — Pediatrics,45,1,9,"1,425,038"
92215,2020,Ont.,Champlain LHIN,__Gastroenterology — Pediatrics,46,0,2,"1,425,038"
92216,2020,Ont.,Champlain LHIN,__Hematology/oncology — Pediatrics,47,0,4,"1,425,038"
92217,2020,Ont.,Champlain LHIN,__Infectious diseases — Pediatrics,48,0,7,"1,425,038"
92218,2020,Ont.,Champlain LHIN,__Nephrology — Pediatrics,50,0,5,"1,425,038"
92219,2020,Ont.,Champlain LHIN,__Respirology — Pediatrics,51,0,5,"1,425,038"
92220,2020,Ont.,Champlain LHIN,__Rheumatology — Pediatrics,52,0,2,"1,425,038"
92221,2020,Ont.,Champlain LHIN,_Physical medicine and rehabilitation,53,2,33,"1,425,038"
92222,2020,Ont.,Champlain LHIN,_Psychiatry,54,20,279,"1,425,038"
92223,2020,Ont.,Champlain LHIN,__Geriatric psychiatry,56,0,1,"1,425,038"
92224,2020,Ont.,Champlain LHIN,_Public health and preventive medicine,57,2,24,"1,425,038"
92225,2020,Ont.,Champlain LHIN,_Radiation oncology,58,2,22,"1,425,038"
92226,2020,Ont.,Champlain LHIN,Laboratory specialists,59,5,69,"1,425,038"
92227,2020,Ont.,Champlain LHIN,_Anatomical pathology,60,3,45,"1,425,038"
92228,2020,Ont.,Champlain LHIN,_General pathology,61,0,6,"1,425,038"
92229,2020,Ont.,Champlain LHIN,_Hematological pathology,63,1,8,"1,425,038"
92230,2020,Ont.,Champlain LHIN,_Medical biochemistry,64,0,1,"1,425,038"
92231,2020,Ont.,Champlain LHIN,_Medical microbiology,65,0,6,"1,425,038"
92232,2020,Ont.,Champlain LHIN,_Neuropathology,66,0,3,"1,425,038"
92233,2020,Ont.,Champlain LHIN,Surgical specialists,67,35,496,"1,425,038"
92234,2020,Ont.,Champlain LHIN,_Cardiac surgery,68,1,20,"1,425,038"
92235,2020,Ont.,Champlain LHIN,_General surgery,69,7,99,"1,425,038"
92236,2020,Ont.,Champlain LHIN,__Pediatric surgery,72,0,2,"1,425,038"
92237,2020,Ont.,Champlain LHIN,_Neurosurgery,73,1,14,"1,425,038"
92238,2020,Ont.,Champlain LHIN,_Obstetrics and gynecology,74,9,128,"1,425,038"
92239,2020,Ont.,Champlain LHIN,__Gynecological oncology,75,0,2,"1,425,038"
92240,2020,Ont.,Champlain LHIN,_Ophthalmology,77,4,61,"1,425,038"
92241,2020,Ont.,Champlain LHIN,_Orthopedic surgery,78,5,70,"1,425,038"
92242,2020,Ont.,Champlain LHIN,_Otolaryngology — Head and neck surgery,79,2,31,"1,425,038"
92243,2020,Ont.,Champlain LHIN,_Plastic surgery,80,2,25,"1,425,038"
92244,2020,Ont.,Champlain LHIN,_Urology,81,3,36,"1,425,038"
92245,2020,Ont.,Champlain LHIN,_Vascular surgery,82,1,8,"1,425,038"
94072,2020,Nun.,Nun.,All physicians,1,63,25,"39,407"
92247,2020,Ont.,North Simcoe Muskoka LHIN,All specialists,2,74,380,"512,100"
92248,2020,Ont.,North Simcoe Muskoka LHIN,Family medicine,3,112,573,"512,100"
92249,2020,Ont.,North Simcoe Muskoka LHIN,__General practice,4,19,96,"512,100"
92250,2020,Ont.,North Simcoe Muskoka LHIN,__Emergency family medicine,5,9,44,"512,100"
92251,2020,Ont.,North Simcoe Muskoka LHIN,__Family medicine,6,85,433,"512,100"
92252,2020,Ont.,North Simcoe Muskoka LHIN,Medical specialists,7,52,265,"512,100"
92253,2020,Ont.,North Simcoe Muskoka LHIN,Clinical specialists,8,49,253,"512,100"
92254,2020,Ont.,North Simcoe Muskoka LHIN,_Anesthesiology,9,6,29,"512,100"
92255,2020,Ont.,North Simcoe Muskoka LHIN,_Dermatology,10,1,3,"512,100"
92256,2020,Ont.,North Simcoe Muskoka LHIN,_Diagnostic radiology,11,4,21,"512,100"
92257,2020,Ont.,North Simcoe Muskoka LHIN,_Emergency medicine,14,1,6,"512,100"
92258,2020,Ont.,North Simcoe Muskoka LHIN,_Internal medicine,15,9,46,"512,100"
92259,2020,Ont.,North Simcoe Muskoka LHIN,__Cardiology,16,3,15,"512,100"
92260,2020,Ont.,North Simcoe Muskoka LHIN,__Clinical immunology and allergy,17,0,1,"512,100"
92261,2020,Ont.,North Simcoe Muskoka LHIN,__Critical care medicine,19,1,6,"512,100"
92262,2020,Ont.,North Simcoe Muskoka LHIN,__Endocrinology and metabolism,20,0,2,"512,100"
92263,2020,Ont.,North Simcoe Muskoka LHIN,__Gastroenterology,21,1,6,"512,100"
92264,2020,Ont.,North Simcoe Muskoka LHIN,__Geriatric medicine,23,0,1,"512,100"
92265,2020,Ont.,North Simcoe Muskoka LHIN,__Hematology,24,1,3,"512,100"
92266,2020,Ont.,North Simcoe Muskoka LHIN,__Infectious diseases,25,0,1,"512,100"
92267,2020,Ont.,North Simcoe Muskoka LHIN,__Medical oncology,26,1,6,"512,100"
92268,2020,Ont.,North Simcoe Muskoka LHIN,__Nephrology,27,1,3,"512,100"
92269,2020,Ont.,North Simcoe Muskoka LHIN,__Respirology,30,0,2,"512,100"
92270,2020,Ont.,North Simcoe Muskoka LHIN,__Rheumatology,31,1,3,"512,100"
92271,2020,Ont.,North Simcoe Muskoka LHIN,_Medical genetics and genomics,32,0,1,"512,100"
92272,2020,Ont.,North Simcoe Muskoka LHIN,_Neurology,33,1,6,"512,100"
92273,2020,Ont.,North Simcoe Muskoka LHIN,_Nuclear medicine,35,0,1,"512,100"
92274,2020,Ont.,North Simcoe Muskoka LHIN,_Pediatrics,36,5,27,"512,100"
92275,2020,Ont.,North Simcoe Muskoka LHIN,__Clinical immunology and allergy — Pediatrics,40,0,1,"512,100"
92276,2020,Ont.,North Simcoe Muskoka LHIN,_Physical medicine and rehabilitation,53,1,7,"512,100"
92277,2020,Ont.,North Simcoe Muskoka LHIN,_Psychiatry,54,9,44,"512,100"
92278,2020,Ont.,North Simcoe Muskoka LHIN,_Public health and preventive medicine,57,1,3,"512,100"
92279,2020,Ont.,North Simcoe Muskoka LHIN,_Radiation oncology,58,2,9,"512,100"
92280,2020,Ont.,North Simcoe Muskoka LHIN,Laboratory specialists,59,2,12,"512,100"
