X,Y,OBJECTID,index_,Name,source_facility_type,odhf_facility_type,provider,unit,Street,CSDname,Prov,postal_code,CSDuid,Pruid,latitude,longitude,LocationSource
-75.52244358,45.47099417,5360,2989,Chartwell Belcourt Residence Pour Retraités,retirement home,Nursing and residential care facilities,Province of Ontario,,1344 Belcourt Boulevard,Ottawa,ON,K1C1L9,3506008,35,45.47099417,-75.52244358,Provided
-75.6463002199999,45.3485095400001,5361,2992,Chartwell Bridlewood Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3998 Bridle Path Drive,Ottawa,ON,L1T4H4,3506008,35,45.34850954,-75.64630022,Provided
-78.85972124,43.9123541500001,5362,2993,Chartwell Centennial Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,259 Hillcroft Street,Oshawa,ON,L1G8E4,3518013,35,43.91235415,-78.85972124,Provided
-74.7229751799999,45.0177607300001,5363,2995,Chartwell Chateau Cornwall Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,41 Amelia Street,Cornwall,ON,K6H7E5,3501012,35,45.01776073,-74.72297518,Provided
-81.33032493,48.48577307,5364,2996,Chartwell Chateau Georgian Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,455 Cedar Street N,Timmins,ON,P4N8K4,3556027,35,48.48577307,-81.33032493,Provided
-79.78182398,43.3421945100001,5365,2997,Chartwell Christopher Terrace Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3131 New Street,Burlington,ON,L7N3P8,3524002,35,43.34219451,-79.78182398,Provided
-84.3253452499999,46.5149724,5366,2998,Chartwell Collegiate Heights Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,95 Fauquier Avenue,Sault Ste. Marie,ON,P6B2B2,3557061,35,46.5149724,-84.32534525,Provided
-78.9463725699999,43.8921788500001,5367,2999,Chartwell Colonial Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,101 Manning Road,Whitby,ON,L1N9M2,3518009,35,43.89217885,-78.94637257,Provided
-76.59274333,44.2368568100001,5368,3000,Chartwell Conservatory Pond Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1499 Stoneridge Drive,Kingston,ON,K7M9H9,3510010,35,44.23685681,-76.59274333,Provided
-79.4567239199999,43.81000591,5369,3001,Chartwell Constantia Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,784 Centre Street,Vaughan,ON,L4J9G7,3519028,35,43.81000591,-79.45672392,Provided
-79.91323931,43.20793238,5370,3002,Chartwell Deerview Crossing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,460 Rymal Road W,Hamilton,ON,L9B0B2,3525005,35,43.20793238,-79.91323931,Provided
-75.7245591399999,45.3904320500001,5371,3003,Chartwell Duke Of Devonshire Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1095 Carling Avenue,Ottawa,ON,K1Y4P6,3506008,35,45.39043205,-75.72455914,Provided
-80.56320535,43.6006898200001,5372,3005,Chartwell Elmira Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,8 Snyder Avenue N,Woolwich,ON,N3B2B1,3530035,35,43.60068982,-80.56320535,Provided
-75.9068857,45.3073098300001,5373,3006,Chartwell Empress Kanata Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,170 Mcgibbon Drive,Ottawa,ON,K2L4H5,3506008,35,45.30730983,-75.9068857,Provided
-79.9706363399999,43.26028359,5374,3007,Chartwell Georgian Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,255 Governors Road,Hamilton,ON,L9H3K4,3525005,35,43.26028359,-79.97063634,Provided
-80.2390184399999,44.50987989,5375,3008,Chartwell Georgian Traditions Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,57 Trott Boulevard,Collingwood,ON,L9Y0A3,3543031,35,44.50987989,-80.23901844,Provided
-79.37282579,43.80779081,5376,3010,Chartwell Gibson Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1955 Steeles Avenue E,Toronto,ON,M2H3P1,3520005,35,43.80779081,-79.37282579,Provided
-89.25289087,48.41801316,5377,3011,Chartwell Glacier Ridge Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1261 Jasper Drive,Thunder Bay,ON,P7B6Z4,3558004,35,48.41801316,-89.25289087,Provided
-79.47100711,43.65263078,5378,3012,Chartwell Grenadier Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2100 Bloor Street W,Toronto,ON,M6S1M7,3520005,35,43.65263078,-79.47100711,Provided
-75.18473483,44.89855949,5379,3013,Chartwell Hartford Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3 Fifth Street W,South Dundas,ON,K0C1X0,3501020,35,44.89855949,-75.18473483,Provided
-79.02835469,43.86504834,5380,3014,Chartwell Harwood Retirement Residences,retirement home,Nursing and residential care facilities,Province of Ontario,,240 Old Harwood Avenue,Ajax,ON,L1T0N2,3518005,35,43.86504834,-79.02835469,Provided
-79.7524751,43.58275466,5381,3015,Chartwell Heritage Glen Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6509 Glen Erin Drive,Mississauga,ON,L5N8P9,3521005,35,43.58275466,-79.7524751,Provided
-89.25930628,48.4619521700001,5382,3016,Chartwell Hilldale Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,309 Hilldale Road,Thunder Bay,ON,P7G0A2,3558004,35,48.46195217,-89.25930628,Provided
-79.4509661399999,44.00838574,5383,3017,Chartwell Hollandview Trail Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,200 John West Way,Aurora,ON,L4G0E4,3519046,35,44.00838574,-79.45096614,Provided
-75.6415641199999,45.44081286,5384,3018,Chartwell Héritage Residence Pour Retraités,retirement home,Nursing and residential care facilities,Province of Ontario,,624 Wilson Street,Ottawa,ON,K1K4S5,3506008,35,45.44081286,-75.64156412,Provided
-89.25576126,48.37697526,5385,3019,Chartwell Isabella Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1350 Isabella Street E,Thunder Bay,ON,P7E0A5,3558004,35,48.37697526,-89.25576126,Provided
-78.3291505999999,44.3085755500001,5386,3020,Chartwell Jackson Creek Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,481 Reid Street,Peterborough,ON,K9H7R9,3515014,35,44.30857555,-78.3291506,Provided
-79.3139543899999,45.04370993,5387,3021,Chartwell James Street Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,148 James Street,Bracebridge,ON,P1L1S7,3544018,35,45.04370993,-79.31395439,Provided
-75.92250971,45.3527640300001,5388,3022,Chartwell Kanata Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,20 Shirleys Brook Drive,Ottawa,ON,K2K2W8,3506008,35,45.35276403,-75.92250971,Provided
-82.72822769,42.03955604,5389,3023,Chartwell Kingsville Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,240 Main Street E,Kingsville,ON,N9Y1A6,3537013,35,42.03955604,-82.72822769,Provided
-79.7325687699999,43.36642542,5390,3024,Chartwell Lakeshore Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,5314 Lakeshore Road,Burlington,ON,L7L6L8,3524002,35,43.36642542,-79.73256877,Provided
-79.4234904099999,43.7594321,5391,3026,Chartwell Lansing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,10 Senlac Road,Toronto,ON,M2N6P8,3520005,35,43.7594321,-79.42349041,Provided
-82.60343625,42.0382901400001,5392,3027,Chartwell Leamington Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1 Henry Avenue,Leamington,ON,N8H5P1,3537003,35,42.03829014,-82.60343625,Provided
-75.68676793,45.39947355,5393,3029,Chartwell Lord Lansdowne Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,920 Bank Street,Ottawa,ON,K1S1M8,3506008,35,45.39947355,-75.68676793,Provided
-79.79224629,43.32692581,5394,3030,Chartwell Martha'S Landing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2109 Lakeshore Road,Burlington,ON,L7R4Z4,3524002,35,43.32692581,-79.79224629,Provided
-74.71485918,45.0257099300001,5395,3031,Chartwell Mcconnell Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,801 Fourth Street E,Cornwall,ON,K6H7M8,3501012,35,45.02570993,-74.71485918,Provided
-81.14115202,46.42492066,5396,3032,Chartwell Meadowbrook Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,18 Jacobson Drive,Greater Sudbury / Grand Sudbury,ON,P3Y1P7,3553005,35,46.42492066,-81.14115202,Provided
-80.13195805,43.90432559,5397,3033,Chartwell Montgomery Village Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,155 Riddell Road,Orangeville,ON,L9W5H3,3522014,35,43.90432559,-80.13195805,Provided
-79.22595369,45.34061968,5398,3034,Chartwell Muskoka Traditions Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,16 Legacy Lane,Huntsville,ON,P1H0B1,3544042,35,45.34061968,-79.22595369,Provided
-75.6770567299999,45.4398259600001,5399,3035,Chartwell New Edinburgh Square Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,420 Mackay Street,Ottawa,ON,K1M2C4,3506008,35,45.43982596,-75.67705673,Provided
-83.0347154999999,42.24665886,5400,3037,Chartwell Oak Park Lasalle Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3955 13 Street,LaSalle,ON,N9H2S7,3537034,35,42.24665886,-83.0347155,Provided
-82.989608,42.2835900000001,5401,3038,Chartwell Oak Park Terrace Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1750 Ec Row,Windsor,ON,N8W1Y3,3537039,35,42.28359,-82.989608,Provided
-79.7175989799999,43.4806736400001,5402,3039,Chartwell Oakville Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,180 Oak Park Boulevard,Oakville,ON,L6H0A6,3524001,35,43.48067364,-79.71759898,Provided
-79.39574265,43.1595939000001,5403,3040,Chartwell Orchards Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3421 Frederick Avenue,Lincoln,ON,L0R2C0,3526057,35,43.1595939,-79.39574265,Provided
-80.7634033799999,43.14347373,5404,3041,Chartwell Oxford Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,423 Devonshire Avenue,Woodstock,ON,N4S0B2,3532042,35,43.14347373,-80.76340338,Provided
-79.46604124,43.9949514400001,5405,3042,Chartwell Park Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,15055 Yonge Street,Aurora,ON,L4G6T4,3519046,35,43.99495144,-79.46604124,Provided
-79.0727951,43.8406664300001,5406,3044,Chartwell Parkway Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1645 Pickering Parkway,Pickering,ON,L1V7E9,3518001,35,43.84066643,-79.0727951,Provided
-77.14110175,45.8320795600001,5407,3045,Chartwell Pembroke Heritage Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1111 Pembroke Street W,Pembroke,ON,K8A8P6,3547064,35,45.83207956,-77.14110175,Provided
-79.0804323,43.8380656300001,5408,3046,Chartwell Pickering City Centre Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1801 Valley Farm Road,Pickering,ON,L1V0A5,3518001,35,43.83806563,-79.0804323,Provided
-79.58431476,43.7977290000001,5409,3048,Chartwell Pine Grove Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,8403 Islington Avenue,Vaughan,ON,L4L1X3,3519028,35,43.797729,-79.58431476,Provided
-77.08655613,45.8236575600001,5410,3049,Chartwell Pinewood Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1022 Pembroke Street E,Pembroke,ON,K8A8A7,3547064,35,45.82365756,-77.08655613,Provided
-76.69926487,45.4817131200001,5411,3050,Chartwell Quail Creek Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,450 Albert Street,Renfrew,ON,K7V4K4,3547048,35,45.48171312,-76.69926487,Provided
-80.31694255,43.3603362900001,5412,3051,Chartwell Queen'S Square Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,10 Melville Street N,Cambridge,ON,N1S1H5,3530010,35,43.36033629,-80.31694255,Provided
-79.59085414,43.5491668600001,5413,3052,Chartwell Regency Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,29 Mississauga Road N,Mississauga,ON,L5H2H7,3521005,35,43.54916686,-79.59085414,Provided
-75.67279853,45.43062676,5414,3078,Chartwell Rideau Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,550 Wilbrod Street,Ottawa,ON,K1N9M3,3506008,35,45.43062676,-75.67279853,Provided
-75.82177497,45.34839464,5415,3079,Chartwell Riverpark Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1 Corkstown Road,Ottawa,ON,K2H1B6,3506008,35,45.34839464,-75.82177497,Provided
-81.26866552,42.9839571800001,5416,3080,Chartwell Riverside Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,201 Riverside Drive,London,ON,N6H1E5,3539036,35,42.98395718,-81.26866552,Provided
-79.63359016,43.59758416,5417,3081,Chartwell Robert Speck Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,100 Robert Speck Parkway,Mississauga,ON,L4Z0A1,3521005,35,43.59758416,-79.63359016,Provided
-75.68149693,45.4375881600001,5418,3082,Chartwell Rockcliffe Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,100 Island Lodge Road,Ottawa,ON,K1N0A2,3506008,35,45.43758816,-75.68149693,Provided
-79.1998013799999,45.33668128,5419,3083,Chartwell Rogers Cove Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,4 Coveside Drive,Huntsville,ON,P1H2J9,3544042,35,45.33668128,-79.19980138,Provided
-75.66223536,44.60350062,5420,3084,Chartwell Rosedale Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1813 County Road 2 E,Elizabethtown-Kitley,ON,K6V5T1,3507014,35,44.60350062,-75.66223536,Provided
-79.26722977,43.89121033,5421,3085,Chartwell Rouge Valley Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,5958 16 Avenue,Markham,ON,L3P3J3,3519036,35,43.89121033,-79.26722977,Provided
-83.0075218,42.28011387,5422,3086,Chartwell Royal Marquis Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,590 Grand Marais Road E,Windsor,ON,N8X3H4,3537039,35,42.28011387,-83.0075218,Provided
-80.1934818299999,43.50287752,5423,3088,Chartwell Royal On Gordon Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1691 Gordon Street,Guelph,ON,N1L1E1,3523008,35,43.50287752,-80.19348183,Provided
-81.2614804199999,42.95257037,5424,3089,Chartwell Royalcliffe Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,609 Wharncliffe Road S,London,ON,N6J2N7,3539036,35,42.95257037,-81.26148042,Provided
-79.5207392299999,43.6828885800001,5425,3090,Chartwell Scarlett Heights Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,4005 Eglinton Avenue W,Toronto,ON,M9A5H3,3520005,35,43.68288858,-79.52073923,Provided
-81.00297678,46.45963938,5426,3091,Chartwell Southwind Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1645 Paris Street,Greater Sudbury / Grand Sudbury,ON,P3E6L5,3553005,35,46.45963938,-81.00297678,Provided
-82.86564416,42.32599578,5427,3092,Chartwell St. Clair Beach Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,13500 Riverside Drive E,Tecumseh,ON,N8N0C3,3537048,35,42.32599578,-82.86564416,Provided
-75.82748427,45.32345073,5428,3093,Chartwell Stillwater Creek Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2018 Robertson Road,Ottawa,ON,K2H1C6,3506008,35,45.32345073,-75.82748427,Provided
-75.8558607799999,45.2918526300001,5429,3094,Chartwell Stonehaven Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,70 Stonehaven Drive,Ottawa,ON,K2M3B4,3506008,35,45.29185263,-75.85586078,Provided
-80.52157873,43.4609376000001,5430,3095,Chartwell Terrace On The Square Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,100 Caroline Street S,Waterloo,ON,N2L1X5,3530016,35,43.4609376,-80.52157873,Provided
-89.20749116,48.4652673700001,5431,3096,Chartwell Thunder Bay Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,770 Arundel Street,Thunder Bay,ON,P7A8C8,3558004,35,48.46526737,-89.20749116,Provided
-79.8554068999999,44.7428346,5432,3097,Chartwell Tiffin Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,105 Pillsbury Drive,Midland,ON,L4R0E7,3543074,35,44.7428346,-79.8554069,Provided
-80.2788500299999,43.18565986,5433,3098,Chartwell Tranquility Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,436 Powerline Road,Brantford,ON,N3T6G5,3529006,35,43.18565986,-80.27885003,Provided
-79.48212453,43.8595024200001,5434,3100,Chartwell Valley Vista Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,600 Valley Vista Drive,Vaughan,ON,L6A4H2,3519028,35,43.85950242,-79.48212453,Provided
-76.0128101999999,44.88141425,5435,3101,Chartwell Van Horne Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,25 Van Horne Avenue,Smiths Falls,ON,K7A5L2,3509004,35,44.88141425,-76.0128102,Provided
-79.7632971899999,43.42740353,5436,3103,Chartwell Waterford Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2160 Baronwood Drive,Oakville,ON,L6M0Y1,3524001,35,43.42740353,-79.76329719,Provided
-75.68220626,44.5906787100001,5437,3104,Chartwell Wedgewood Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,15 Market Street E,Brockville,ON,K6V0A6,3507015,35,44.59067871,-75.68220626,Provided
-80.2451606499999,43.5169340200001,5438,3105,Chartwell Wellington Park Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,181 Janefield Avenue,Guelph,ON,N1G1V2,3523008,35,43.51693402,-80.24516065,Provided
-80.94676907,46.50942279,5439,3109,Chartwell Westmount On William Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,599 William Avenue,Greater Sudbury / Grand Sudbury,ON,P3A5E3,3553005,35,46.50942279,-80.94676907,Provided
-80.51801842,43.40682679,5440,3110,Chartwell Westmount Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,190 David Bergey Drive,Kitchener,ON,N2E3Y4,3530013,35,43.40682679,-80.51801842,Provided
-79.71751146,44.3914871000001,5441,3111,Chartwell Whispering Pines Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,140 Letitia Street,Barrie,ON,L4N1P5,3543042,35,44.3914871,-79.71751146,Provided
-76.0181317999999,44.8817807500001,5442,3113,Chartwell Willowdale Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,9 Armstrong Drive,Smiths Falls,ON,K7A5H7,3509004,35,44.88178075,-76.0181318,Provided
-78.87369675,43.94642766,5443,3117,Chartwell Wynfield Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,431 Woodmount Drive,Oshawa,ON,L1K0P7,3518013,35,43.94642766,-78.87369675,Provided
-74.6316751699999,45.31112498,5444,3118,Chateau Glengarry,retirement home,Nursing and residential care facilities,Province of Ontario,,105 St Paul Street E,North Glengarry,ON,K0C1A0,3501050,35,45.31112498,-74.63167517,Provided
-82.2107024599999,42.39499053,5445,3120,Chatham Retirement Resort,retirement home,Nursing and residential care facilities,Province of Ontario,,25 Keil Drive N,Chatham-Kent,ON,N7L5J9,3536020,35,42.39499053,-82.21070246,Provided
-81.2769004199999,42.98779818,5446,3132,Chelsey Park Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,312 Oxford Street W,London,ON,N6H4N7,3539036,35,42.98779818,-81.27690042,Provided
-82.54951356,42.30451789,5447,3139,Chez Nous Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6815 Tecumseh Road,Lakeshore,ON,N0R1N0,3537064,35,42.30451789,-82.54951356,Provided
-81.02729035,44.1540316900001,5448,3154,Choices Living Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,326 12 Street,Hanover,ON,N4N1V6,3542029,35,44.15403169,-81.02729035,Provided
-79.4223122,43.67304599,5449,3155,Christie Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,600 Melita Crescent,Toronto,ON,M6G3Z4,3520005,35,43.67304599,-79.4223122,Provided
-80.04369409,43.62283575,5450,3156,Christie Oaks Care Home,retirement home,Nursing and residential care facilities,Province of Ontario,,128 Cobblehill Road,Halton Hills,ON,L7J2N6,3524015,35,43.62283575,-80.04369409,Provided
-79.66593136,43.44942594,5451,3157,Churchill Place,retirement home,Nursing and residential care facilities,Province of Ontario,,345 Church Street,Oakville,ON,L6J7G4,3524001,35,43.44942594,-79.66593136,Provided
-75.6337696199999,45.4448424600001,5452,3160,Cite Parkway Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,380 Leboutillier Avenue,Ottawa,ON,K1K3W3,3506008,35,45.44484246,-75.63376962,Provided
-75.75549625,45.3428469400001,5453,3188,City View Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,151 Meadowlands Drive W,Ottawa,ON,K2G2S3,3506008,35,45.34284694,-75.75549625,Provided
-80.58129925,43.4629158000001,5454,3189,Clair Hills Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,530 Columbia Street W,Waterloo,ON,N2T0B1,3530016,35,43.4629158,-80.58129925,Provided
-80.4807656199999,43.4909305,5455,3205,Cobble Creek Residence Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,210 Woolwich Street,Kitchener,ON,N2K1S7,3530013,35,43.4909305,-80.48076562,Provided
-79.1988442799999,43.1255125000001,5456,3206,Cobblestone Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,10 Ormond Street N,Thorold,ON,L2V1Y7,3526037,35,43.1255125,-79.19884428,Provided
-78.1662553199999,43.9620230900001,5457,3207,Cobourg Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,310 Division Street,Cobourg,ON,K9A3R3,3514021,35,43.96202309,-78.16625532,Provided
-75.68678253,45.39488455,5458,3215,Colonel By,retirement home,Nursing and residential care facilities,Province of Ontario,,43 Aylmer Avenue,Ottawa,ON,K1S5R4,3506008,35,45.39488455,-75.68678253,Provided
-80.49063072,43.4304234900001,5459,3244,Conestoga Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,55 Hugo Crescent,Kitchener,ON,N2M5J1,3530013,35,43.43042349,-80.49063072,Provided
-79.59239015,43.60446857,5460,3253,Constitution Place,retirement home,Nursing and residential care facilities,Province of Ontario,,3051 Constitution Boulevard,Mississauga,ON,L4Y2Z1,3521005,35,43.60446857,-79.59239015,Provided
-78.76719105,44.37744874,5461,3286,Country Estates Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,512 Thunder Bridge Road,Kawartha Lakes,ON,K9V4R1,3516010,35,44.37744874,-78.76719105,Provided
-76.85439195,45.7188816600001,5462,3287,Country Haven Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,1387 Beachburg Road,Whitewater Region,ON,K0J1C0,3547056,35,45.71888166,-76.85439195,Provided
-79.22502166,43.98184135,5463,3288,Country Home Care Services Ltd.,retirement home,Nursing and residential care facilities,Province of Ontario,,12472 York Durham Line,Whitchurch-Stouffville,ON,L4A3L2,3519044,35,43.98184135,-79.22502166,Provided
-81.85244972,43.1624393800001,5464,3290,Country Manor Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,66 Victoria Street,Lambton Shores,ON,N0M2N0,3538040,35,43.16243938,-81.85244972,Provided
-80.91997886,43.52179349,5465,3291,Country Meadows Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6124 Ana Street,Perth East,ON,N0K1C0,3531030,35,43.52179349,-80.91997886,Provided
-79.24437549,45.31887878,5466,3292,Country Moments Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,185 Lakewood Park Road,Huntsville,ON,P1H1Y7,3544042,35,45.31887878,-79.24437549,Provided
-76.68879979,44.5971217700001,5467,3295,Country View Care,retirement home,Nursing and residential care facilities,Province of Ontario,,9504 Highway 38,Central Frontenac,ON,K0H1T0,3510035,35,44.59712177,-76.68879979,Provided
-76.28200362,45.3411470200001,5468,3296,Country View Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,4676 Darks Side Road,Mississippi Mills,ON,K0A2X0,3509030,35,45.34114702,-76.28200362,Provided
-80.872622,43.6997553,5469,3298,Countryview Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6369 Wellington County Road 9,Mapleton,ON,N4W3G8,3523033,35,43.6997553,-80.872622,Provided
-79.71729218,43.58094516,5470,3325,Credit River Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,175 Rutledge Road,Mississauga,ON,L5M0X7,3521005,35,43.58094516,-79.71729218,Provided
-79.7364305,43.72163358,5471,3330,Crescent Hill Place Retirement,retirement home,Nursing and residential care facilities,Province of Ontario,,3 Crescent Hill Drive S,Brampton,ON,L6S2P2,3521010,35,43.72163358,-79.7364305,Provided
-75.40637035,45.51561708,5472,3341,Cumberland Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,2564 Market Street,Ottawa,ON,K4C1P3,3506008,35,45.51561708,-75.40637035,Provided
-79.38791859,43.67423139,5473,3346,Davenhill Senior Living,retirement home,Nursing and residential care facilities,Province of Ontario,,877 Yonge Street,Toronto,ON,M4W3M2,3520005,35,43.67423139,-79.38791859,Provided
-80.7656729999999,42.923935,5474,3349,Dayspring Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,332787 Plank Line,South-West Oxford,ON,N4G4H1,3532012,35,42.923935,-80.765673,Provided
-79.43936142,43.89114592,5475,3362,Delmanor Elgin Mills,retirement home,Nursing and residential care facilities,Province of Ontario,,80 Elgin Mills Road E,Richmond Hill,ON,L4C0L3,3519038,35,43.89114592,-79.43936142,Provided
-79.73083328,43.44530143,5476,3363,Delmanor Glen Abbey,retirement home,Nursing and residential care facilities,Province of Ontario,,1459 Nottinghill Gate,Oakville,ON,L6M4W1,3524001,35,43.44530143,-79.73083328,Provided
-79.4141526,43.7754051100001,5477,3364,Delmanor Northtown,retirement home,Nursing and residential care facilities,Province of Ontario,,5351 Yonge Street,Toronto,ON,M2N7L5,3520005,35,43.77540511,-79.4141526,Provided
-79.51006583,43.6612551800001,5478,3365,Delmanor Prince Edward,retirement home,Nursing and residential care facilities,Province of Ontario,,4180 Dundas Street W,Toronto,ON,M8X1X8,3520005,35,43.66125518,-79.51006583,Provided
-79.32618287,43.7246323000001,5479,3366,Delmanor Wynford,retirement home,Nursing and residential care facilities,Province of Ontario,,187 Wynford Drive,Toronto,ON,M3C0C7,3520005,35,43.7246323,-79.32618287,Provided
-80.49026886,42.84253499,5480,3367,Delrose Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,725 Gibraltar Street,Norfolk County,ON,N4B3C7,3528052,35,42.84253499,-80.49026886,Provided
-83.0510655099999,42.3161576700001,5481,3371,Devonshire Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,901 Riverside Drive W,Windsor,ON,N9A7J6,3537039,35,42.31615767,-83.05106551,Provided
